id,image_name,class,confidence,top-left x-coordinate,top-left y-coordinate,bottom-right x-coordinate,bottom-right y-coordinate
514,test_patient0008_0166,0,0.8086,173,188,232,263
515,test_patient0008_0167,0,0.8532,173,190,233,262
516,test_patient0008_0168,0,0.8666,172,195,234,261
517,test_patient0008_0169,0,0.8762,172,196,236,262
518,test_patient0008_0170,0,0.8706,171,192,237,262
519,test_patient0008_0171,0,0.8579,167,190,238,261
520,test_patient0008_0172,0,0.8717,166,199,238,262
521,test_patient0008_0173,0,0.8718,165,200,239,261
522,test_patient0008_0174,0,0.8513,165,200,239,261
523,test_patient0008_0175,0,0.8662,164,201,240,261
524,test_patient0008_0176,0,0.8731,163,199,241,263
525,test_patient0008_0177,0,0.8899,161,200,241,263
526,test_patient0008_0178,0,0.8696,159,198,243,267
527,test_patient0008_0179,0,0.8801,159,199,243,267
528,test_patient0008_0180,0,0.8180,206,200,244,268
529,test_patient0008_0181,0,0.8310,208,201,244,268
530,test_patient0008_0182,0,0.8114,207,202,245,268
531,test_patient0008_0183,0,0.8129,206,202,245,270
532,test_patient0008_0184,0,0.8302,206,201,246,271
533,test_patient0008_0185,0,0.8253,206,202,245,268
534,test_patient0008_0186,0,0.8075,205,202,250,270
535,test_patient0008_0187,0,0.8429,204,201,257,271
536,test_patient0008_0188,0,0.8259,202,201,260,273
537,test_patient0008_0189,0,0.8407,202,202,259,274
538,test_patient0008_0190,0,0.8478,203,203,258,273
539,test_patient0008_0191,0,0.8286,203,201,256,273
540,test_patient0008_0192,0,0.8358,203,201,255,272
541,test_patient0008_0193,0,0.8259,203,201,255,272
542,test_patient0008_0194,0,0.8227,202,200,254,271
543,test_patient0008_0195,0,0.8319,200,197,253,271
544,test_patient0008_0196,0,0.8320,200,196,250,271
545,test_patient0008_0197,0,0.8211,200,195,252,271
546,test_patient0008_0198,0,0.7031,199,195,250,271
547,test_patient0008_0198,0,0.3559,226,196,252,220
548,test_patient0008_0199,0,0.3590,198,192,251,271
549,test_patient0008_0199,0,0.3232,227,191,252,219
550,test_patient0008_0200,0,0.4191,230,190,251,217
551,test_patient0008_0201,0,0.5184,196,192,248,272
552,test_patient0008_0201,0,0.3786,235,190,251,215
553,test_patient0008_0202,0,0.7959,196,193,249,271
554,test_patient0008_0202,0,0.2679,229,192,251,215
555,test_patient0008_0203,0,0.4498,225,193,250,214
556,test_patient0008_0204,0,0.7073,196,192,244,271
557,test_patient0008_0204,0,0.4128,227,193,250,213
558,test_patient0008_0205,0,0.3519,193,195,244,270
559,test_patient0008_0208,0,0.5953,229,194,244,207
560,test_patient0008_0209,0,0.6990,229,194,244,207
561,test_patient0008_0210,0,0.6438,229,195,242,206
562,test_patient0008_0211,0,0.6824,228,195,240,205
563,test_patient0008_0212,0,0.7265,227,195,240,205
564,test_patient0008_0213,0,0.7088,228,194,239,205
565,test_patient0008_0214,0,0.6943,228,193,238,205
566,test_patient0008_0215,0,0.4195,227,194,238,205
567,test_patient0008_0220,0,0.2516,223,194,236,213
568,test_patient0008_0253,0,0.3385,30,252,82,311
569,test_patient0009_0055,0,0.2740,265,138,287,164
570,test_patient0009_0056,0,0.2777,265,140,286,163
571,test_patient0009_0092,0,0.6185,246,327,259,339
572,test_patient0009_0093,0,0.7111,245,328,258,340
573,test_patient0009_0094,0,0.4658,244,330,257,341
574,test_patient0009_0095,0,0.3813,245,330,257,342
575,test_patient0009_0096,0,0.5189,248,330,257,342
576,test_patient0009_0097,0,0.5950,248,331,256,344
577,test_patient0009_0098,0,0.5917,248,332,256,345
578,test_patient0009_0099,0,0.3196,245,333,255,344
579,test_patient0009_0105,0,0.3473,239,332,248,345
580,test_patient0009_0106,0,0.4967,238,332,248,345
581,test_patient0009_0107,0,0.3335,237,332,247,346
582,test_patient0009_0108,0,0.3629,235,332,246,345
583,test_patient0009_0109,0,0.2960,235,331,244,344
584,test_patient0009_0131,0,0.3101,251,356,260,365
585,test_patient0009_0152,0,0.4400,261,276,297,299
586,test_patient0009_0153,0,0.2863,257,269,296,297
587,test_patient0009_0165,0,0.6615,81,217,97,230
588,test_patient0009_0179,0,0.3012,225,272,237,286
589,test_patient0009_0180,0,0.5240,224,269,237,285
590,test_patient0009_0181,0,0.7176,223,268,238,285
591,test_patient0009_0182,0,0.8120,222,266,239,288
592,test_patient0009_0183,0,0.8257,222,264,240,290
593,test_patient0009_0184,0,0.7956,221,263,242,291
594,test_patient0009_0185,0,0.7902,221,263,243,292
595,test_patient0009_0186,0,0.8009,221,261,243,292
596,test_patient0009_0187,0,0.7079,220,259,243,292
597,test_patient0009_0188,0,0.8035,219,258,244,293
598,test_patient0009_0189,0,0.8183,218,257,244,293
599,test_patient0009_0190,0,0.7180,218,256,244,294
600,test_patient0009_0191,0,0.8165,218,255,245,294
601,test_patient0009_0192,0,0.8222,218,252,245,295
602,test_patient0009_0193,0,0.8176,217,250,246,295
603,test_patient0009_0194,0,0.8296,216,247,247,296
604,test_patient0009_0195,0,0.8471,216,246,247,296
605,test_patient0009_0196,0,0.8191,214,245,250,296
606,test_patient0009_0197,0,0.7618,215,244,263,297
607,test_patient0009_0198,0,0.8279,227,244,267,297
608,test_patient0009_0199,0,0.8559,221,243,270,297
609,test_patient0009_0200,0,0.8719,215,241,270,297
610,test_patient0009_0201,0,0.8928,216,242,271,297
611,test_patient0009_0202,0,0.9111,216,242,272,297
612,test_patient0009_0203,0,0.9005,215,243,273,298
613,test_patient0009_0204,0,0.9003,215,243,273,298
614,test_patient0009_0205,0,0.9001,214,243,274,298
615,test_patient0009_0206,0,0.8972,213,243,274,298
616,test_patient0009_0207,0,0.8943,213,242,275,299
617,test_patient0009_0208,0,0.7964,233,244,275,299
618,test_patient0009_0208,0,0.7448,215,243,275,299
619,test_patient0009_0209,0,0.8827,234,247,275,298
620,test_patient0009_0210,0,0.8840,233,247,274,299
621,test_patient0009_0211,0,0.8671,231,247,274,299
622,test_patient0009_0212,0,0.8486,231,248,278,299
623,test_patient0009_0213,0,0.8400,231,248,280,299
624,test_patient0009_0214,0,0.8168,230,248,281,299
625,test_patient0009_0215,0,0.8045,230,249,281,299
626,test_patient0009_0216,0,0.7598,230,249,281,299
627,test_patient0009_0217,0,0.7222,250,250,279,283
628,test_patient0009_0218,0,0.7777,249,251,278,282
629,test_patient0009_0219,0,0.7665,250,251,278,281
630,test_patient0009_0220,0,0.7539,253,251,277,277
631,test_patient0009_0220,0,0.2864,225,250,276,298
632,test_patient0009_0221,0,0.8485,225,251,276,298
633,test_patient0009_0221,0,0.5910,253,251,276,275
634,test_patient0009_0222,0,0.8454,224,251,275,297
635,test_patient0009_0222,0,0.3145,252,251,276,274
636,test_patient0009_0223,0,0.7203,250,251,274,272
637,test_patient0009_0224,0,0.7232,252,252,273,270
638,test_patient0009_0225,0,0.7174,254,252,272,270
639,test_patient0009_0226,0,0.7011,254,253,271,269
640,test_patient0009_0227,0,0.5601,255,254,271,269
641,test_patient0009_0228,0,0.5618,255,254,271,268
642,test_patient0009_0229,0,0.6527,257,254,270,268
643,test_patient0009_0230,0,0.6572,257,254,270,266
644,test_patient0009_0231,0,0.6589,256,253,269,265
645,test_patient0009_0232,0,0.6517,256,253,269,265
646,test_patient0009_0233,0,0.6598,255,253,268,265
647,test_patient0009_0234,0,0.7565,254,252,267,264
648,test_patient0009_0235,0,0.7690,253,252,265,264
649,test_patient0009_0236,0,0.7564,253,252,264,264
650,test_patient0009_0237,0,0.7297,252,253,263,264
651,test_patient0009_0238,0,0.6748,251,254,261,265
652,test_patient0009_0239,0,0.3489,250,253,260,266
653,test_patient0009_0240,0,0.5757,249,253,259,268
654,test_patient0010_0062,0,0.4206,504,441,512,495
655,test_patient0010_0101,0,0.4287,332,271,346,301
656,test_patient0010_0154,0,0.3655,233,329,244,340
657,test_patient0010_0155,0,0.3050,232,329,243,343
658,test_patient0010_0156,0,0.2750,229,326,242,345
659,test_patient0010_0239,0,0.7539,222,265,240,292
660,test_patient0010_0240,0,0.7740,221,262,243,294
661,test_patient0010_0241,0,0.8103,220,261,245,296
662,test_patient0010_0242,0,0.8103,220,261,246,297
663,test_patient0010_0243,0,0.8294,219,260,248,298
664,test_patient0010_0244,0,0.8507,219,259,249,298
665,test_patient0010_0245,0,0.8465,219,259,250,299
666,test_patient0010_0246,0,0.7625,218,259,250,299
667,test_patient0010_0246,0,0.5597,218,240,256,300
668,test_patient0010_0247,0,0.8640,217,239,270,300
669,test_patient0010_0248,0,0.8842,216,239,270,300
670,test_patient0010_0249,0,0.8746,215,238,271,300
671,test_patient0010_0250,0,0.8852,216,237,271,300
672,test_patient0010_0251,0,0.8900,215,237,272,300
673,test_patient0010_0252,0,0.8909,213,236,273,300
674,test_patient0010_0253,0,0.8881,212,237,274,300
675,test_patient0010_0254,0,0.8928,210,237,275,300
676,test_patient0010_0255,0,0.8963,209,237,275,300
677,test_patient0010_0256,0,0.8920,208,238,275,300
678,test_patient0010_0257,0,0.8885,208,239,275,300
679,test_patient0010_0258,0,0.8945,208,239,276,300
680,test_patient0010_0259,0,0.8921,208,240,276,300
681,test_patient0010_0260,0,0.8876,207,240,276,301
682,test_patient0010_0261,0,0.8892,207,239,276,301
683,test_patient0010_0262,0,0.8951,206,238,276,301
684,test_patient0010_0263,0,0.8704,205,238,276,301
685,test_patient0010_0264,0,0.7454,228,238,275,301
686,test_patient0010_0265,0,0.8148,240,238,277,301
687,test_patient0010_0266,0,0.8639,242,237,281,301
688,test_patient0010_0267,0,0.8813,242,237,284,301
689,test_patient0010_0268,0,0.8731,242,237,282,301
690,test_patient0010_0269,0,0.8734,242,237,283,301
691,test_patient0010_0270,0,0.8706,242,236,283,301
692,test_patient0010_0271,0,0.8607,241,236,280,301
693,test_patient0010_0272,0,0.8665,240,237,279,301
694,test_patient0010_0273,0,0.8481,239,237,279,301
695,test_patient0010_0274,0,0.6543,239,236,280,301
696,test_patient0010_0274,0,0.4207,262,237,279,260
697,test_patient0010_0275,0,0.5722,262,238,279,259
698,test_patient0010_0275,0,0.3575,239,238,280,301
699,test_patient0010_0276,0,0.4316,263,238,277,258
700,test_patient0010_0277,0,0.6199,262,238,277,256
701,test_patient0010_0278,0,0.5469,262,238,276,255
702,test_patient0010_0279,0,0.4198,261,239,275,254
703,test_patient0010_0280,0,0.4286,262,239,274,253
704,test_patient0010_0281,0,0.8016,237,240,274,298
705,test_patient0010_0282,0,0.8352,237,241,273,298
706,test_patient0010_0282,0,0.2591,261,239,274,252
707,test_patient0010_0283,0,0.6258,260,239,272,251
708,test_patient0010_0284,0,0.7142,259,239,270,251
709,test_patient0010_0285,0,0.6899,259,240,269,251
710,test_patient0010_0286,0,0.7320,259,240,269,251
711,test_patient0010_0287,0,0.6726,257,241,267,250
712,test_patient0010_0288,0,0.7029,256,242,265,251
713,test_patient0010_0289,0,0.7052,255,243,264,251
714,test_patient0010_0290,0,0.7142,254,243,264,251
715,test_patient0010_0291,0,0.7205,254,242,263,251
716,test_patient0010_0292,0,0.3600,254,243,264,252
717,test_patient0010_0295,0,0.3209,253,247,263,265
